Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
9000,48.0,119742.0,Petrol,110.0,1.0,0,1600,5,1080
9950,53.0,117913.0,Diesel,69.0,1.0,0,1900,5,1110
12450,47.0,117430.0,Diesel,90.0,1.0,0,2000,3,1165
10500,55.0,68647.23997185081,Petrol,110.0,1.0,0,1600,4,1035
10750,54.0,115558.0,Petrol,110.0,1.0,0,1600,4,1035
8950,53.0,115113.0,Petrol,97.0,1.0,0,1400,3,1025
10500,54.0,115046.0,Diesel,69.0,1.0,0,1900,5,1140
5150,56.0,113997.0,Diesel,72.0,1.0,0,2000,5,1135
10950,49.0,107859.0,Petrol,97.0,0.0,0,1400,5,1060
9450,55.67215568862275,104805.0,Petrol,97.0,1.0,0,1400,3,1025
9950,54.0,103454.0,Petrol,110.0,1.0,0,1600,5,1075
10950,51.0,103018.0,Petrol,69.0,0.0,0,1900,5,1140
11900,47.0,102352.0,Petrol,110.0,1.0,0,1600,5,1080
9950,50.0,102030.0,Petrol,97.0,1.0,0,1400,5,1060
11950,54.0,101352.0,Petrol,110.0,0.0,0,1600,5,1080
7900,50.0,99865.0,Petrol,110.0,1.0,0,1600,4,1035
10950,52.0,99323.0,Petrol,110.0,1.0,0,1600,3,1055
8950,48.0,98100.0,Petrol,69.0,1.0,0,1900,5,1140
11950,51.0,98040.0,Petrol,110.0,0.0,0,1600,5,1080
10900,49.0,97600.0,Petrol,110.0,1.0,0,1600,3,1045
9950,55.0,97234.0,Petrol,110.0,0.0,0,1600,5,1080
9950,51.0,96135.0,Diesel,72.0,0.0,0,2000,3,1115
10950,54.0,96100.0,Petrol,110.0,1.0,0,1600,5,1080
8950,55.0,94401.0,Diesel,72.0,0.0,0,2000,3,1115
8950,55.0,94122.0,Petrol,86.0,1.0,0,1300,3,1015
10500,49.0,91340.0,Petrol,110.0,1.0,0,1600,3,1055
8950,53.0,90200.0,Petrol,97.0,0.0,0,1400,3,1025
9250,53.0,90097.0,Diesel,69.0,1.0,0,1900,5,1140
11500,48.0,89049.0,Petrol,97.0,1.0,0,1400,5,1060
9750,52.0,89000.0,Petrol,110.0,0.0,0,1600,5,1075
9950,45.0,87274.0,Petrol,110.0,1.0,0,1600,3,1040
11450,49.0,86221.0,Petrol,110.0,0.0,0,1600,3,1045
12500,54.0,84598.0,Petrol,110.0,0.0,0,1600,5,1075
10500,50.0,83567.0,Petrol,110.0,0.0,0,1600,5,1075
12950,50.0,83106.0,Petrol,110.0,1.0,0,1600,5,1075
12200,50.0,82805.0,Petrol,110.0,1.0,0,1600,3,1040
10950,50.0,82735.0,Petrol,97.0,1.0,0,1400,3,1030
10950,54.0,81905.0,Petrol,110.0,1.0,0,1600,5,1105
11290,49.0,80320.0,Petrol,110.0,1.0,1,1600,3,1070
10750,49.0,80090.0,Petrol,97.0,1.0,0,1400,3,1030
10895,53.0,79800.0,Petrol,110.0,0.0,0,1600,5,1075
11500,47.0,78785.0,CNG,110.0,1.0,0,1600,5,1119
9750,48.0,78600.0,Petrol,110.0,1.0,0,1600,5,1075
10250,55.0,77780.0,Petrol,110.0,1.0,0,1600,3,1040
12500,49.0,77648.0,Petrol,110.0,0.0,0,1600,4,1030
11950,54.0,77270.0,Petrol,110.0,1.0,0,1600,4,1035
10750,50.0,76167.0,Petrol,97.0,1.0,0,1400,5,1060
11450,46.0,75249.0,Petrol,110.0,1.0,0,1600,4,1035
11950,54.0,75231.0,Petrol,110.0,1.0,0,1600,5,1080
11750,48.0,75045.0,Petrol,110.0,1.0,0,1600,3,1055
10950,50.0,74849.0,Petrol,110.0,1.0,1,1600,4,1060
11950,55.0,74715.0,Petrol,110.0,1.0,0,1600,5,1080
10995,49.0,74656.0,Diesel,69.0,0.0,0,1900,3,1105
11450,56.0,74500.0,Petrol,97.0,0.0,0,1400,3,1025
8900,49.0,74494.0,Petrol,110.0,1.0,0,1600,5,1075
10500,50.0,73634.0,Petrol,110.0,0.0,0,1587,5,1075
11750,47.0,73403.0,Petrol,110.0,1.0,0,1600,5,1075
11450,49.0,73175.0,Petrol,97.0,1.0,0,1400,3,1030
12000,55.67215568862275,73000.0,Petrol,110.0,0.0,0,1600,3,1055
11950,50.0,72242.0,Petrol,110.0,1.0,1,1600,3,1070
9850,53.0,72000.0,Petrol,97.0,1.0,0,1400,3,1025
10950,55.67215568862275,71725.0,Petrol,110.0,1.0,0,1600,4,1035
10950,55.67215568862275,71276.0,Petrol,110.0,0.0,0,1600,5,1080
8695,55.67215568862275,70440.0,Diesel,69.0,1.0,0,1900,3,1105
10990,53.0,70239.0,Petrol,110.0,0.0,0,1600,3,1040
9500,55.0,69813.0,Petrol,97.0,1.0,0,1400,3,1025
11950,49.0,69659.0,Petrol,86.0,0.0,0,1300,3,1025
10750,46.0,69574.0,Petrol,97.0,0.0,0,1400,5,1065
8750,47.0,69000.0,Diesel,69.0,1.0,0,1900,5,1140
8750,49.0,68565.0,Petrol,110.0,1.0,0,1600,4,1030
11450,55.67215568862275,68520.0,Diesel,72.0,1.0,0,2000,3,1115
9950,46.0,68414.0,Petrol,97.0,0.0,0,1400,3,1025
11950,56.0,66777.0,Petrol,110.0,0.0,0,1600,5,1090
13950,52.0,66527.0,Petrol,110.0,1.0,0,1600,5,1080
11250,54.0,66063.0,Petrol,110.0,1.0,0,1600,5,1090
10900,50.0,65471.0,Petrol,97.0,1.0,0,1400,5,1060
9750,56.0,65400.0,Petrol,97.0,1.0,0,1400,3,1025
9950,52.0,65170.0,Petrol,97.0,1.0,0,1400,3,1025
11950,56.0,65000.0,Petrol,110.0,1.0,0,1600,5,1075
10450,48.0,64193.0,Petrol,110.0,1.0,0,1600,3,1040
8950,54.0,64000.0,Petrol,97.0,1.0,0,1400,3,1025
10250,54.0,63792.0,Petrol,110.0,1.0,0,1600,5,1075
9930,53.0,63635.0,Petrol,110.0,1.0,0,1600,4,1035
10500,54.0,63135.0,Petrol,110.0,1.0,0,1600,3,1050
11950,54.0,63123.0,Petrol,110.0,1.0,0,1600,4,1035
11500,55.67215568862275,63000.0,Diesel,69.0,1.0,0,1900,5,1140
11500,55.67215568862275,63000.0,Petrol,110.0,0.0,0,1600,4,1035
11450,54.0,62987.0,Petrol,110.0,0.0,0,1600,5,1080
9900,56.0,62751.0,Petrol,110.0,0.0,0,1600,3,1050
9500,54.0,62519.0,Petrol,97.0,0.0,0,1400,3,1025
10500,50.0,62280.0,Petrol,97.0,1.0,0,1400,5,1060
10750,50.0,61672.0,Petrol,110.0,1.0,0,1600,5,1075
8950,54.0,61000.0,Diesel,69.0,0.0,0,2000,5,1140
12000,56.0,61000.0,Petrol,110.0,1.0,0,1600,3,1050
9940,53.0,60558.0,Petrol,110.0,1.0,0,1600,4,1105
10950,47.0,60348.0,Petrol,110.0,0.0,0,1600,4,1030
10750,54.0,68647.23997185081,Petrol,110.0,1.0,0,1600,5,1075
9799,51.0,59000.0,Petrol,97.0,1.0,0,1400,3,1025
11750,51.0,58761.0,Petrol,97.0,0.0,0,1300,5,1060
11950,54.0,58745.0,Petrol,110.0,1.0,0,1600,4,1035
11250,52.0,58596.0,Petrol,110.0,1.0,0,1600,3,1045
11750,54.0,58530.0,Petrol,110.0,0.0,0,1600,5,1075
10950,55.0,58377.0,Petrol,110.0,1.0,0,1600,3,1050
11250,56.0,58142.0,Petrol,110.0,1.0,0,1600,5,1080
9950,53.0,57948.0,Petrol,97.0,1.0,0,1400,3,1025
9700,51.0,57645.0,Petrol,110.0,0.0,0,1600,5,1080
11950,47.0,57500.0,Petrol,110.0,1.0,0,1600,4,1105
9900,53.0,57475.0,Petrol,110.0,0.0,0,1600,3,1040
9990,55.67215568862275,56743.0,Petrol,110.0,0.0,0,1600,3,1045
9475,48.0,56675.0,Petrol,97.0,1.0,0,1400,3,1025
11500,54.0,55877.0,Petrol,110.0,1.0,0,1600,5,1075
11950,53.0,55500.0,Petrol,110.0,1.0,0,1600,4,1035
11500,55.0,54900.0,Petrol,97.0,1.0,0,1400,5,1060
10500,50.0,54465.0,Petrol,110.0,0.0,0,1600,5,1075
10900,46.0,53700.0,Petrol,97.0,1.0,0,1400,5,1060
11700,52.0,53561.0,Petrol,97.0,1.0,0,1400,5,1060
11900,51.0,53408.0,Petrol,110.0,1.0,0,1600,5,1080
13950,51.0,53268.0,Petrol,110.0,1.0,0,1600,5,1080
10950,49.0,53116.0,Petrol,97.0,1.0,0,1400,3,1025
10500,56.0,52448.0,Petrol,97.0,0.0,0,1400,3,1025
10750,55.0,52149.0,Petrol,97.0,1.0,0,1400,3,1085
11950,55.0,52141.0,Petrol,110.0,1.0,0,1600,5,1070
10000,56.0,52000.0,Petrol,97.0,0.0,0,1400,3,1025
10495,48.0,50967.0,Petrol,97.0,1.0,0,1400,5,1060
11450,50.0,50400.0,Petrol,110.0,0.0,0,1600,5,1080
9400,54.0,50000.0,Petrol,97.0,1.0,0,1400,3,1025
11950,51.0,50000.0,Petrol,86.0,1.0,0,1300,5,1045
9650,53.0,49969.0,Petrol,110.0,0.0,0,1600,5,1075
18950,49.0,49568.0,Petrol,110.0,1.0,0,1600,3,1105
11450,51.0,49473.0,Petrol,110.0,0.0,0,1600,3,1055
10250,52.0,49432.0,Petrol,110.0,1.0,0,1600,3,1050
11450,55.67215568862275,49417.0,Petrol,110.0,1.0,0,1600,3,1045
9950,54.0,49366.0,Petrol,97.0,1.0,0,1400,3,1025
10500,56.0,48731.0,Petrol,110.0,1.0,0,1600,3,1055
13750,55.67215568862275,48370.0,Petrol,110.0,1.0,0,1600,5,1080
9950,48.0,48071.0,Petrol,97.0,0.0,0,1400,3,1025
10250,54.0,47852.0,Petrol,110.0,1.0,0,1600,4,1030
10850,54.0,47768.0,Petrol,110.0,1.0,0,1600,3,1055
11895,52.0,47689.0,Petrol,110.0,0.0,0,1600,5,1075
12950,53.0,47451.0,Petrol,110.0,1.0,0,1600,3,1055
11950,50.0,47219.0,Petrol,110.0,1.0,0,1600,5,1080
10750,56.0,47211.0,Petrol,110.0,1.0,0,1600,5,1070
9550,54.0,46856.0,Petrol,97.0,0.0,0,1400,5,1060
10950,56.0,46500.0,Petrol,86.0,0.0,0,1300,5,1035
11750,55.67215568862275,46449.0,Petrol,110.0,1.0,0,1600,4,1035
10950,47.0,46391.0,Petrol,110.0,0.0,0,1600,5,1075
12450,54.0,46230.0,Petrol,110.0,1.0,0,1600,3,1055
10500,52.0,46029.0,Petrol,110.0,1.0,0,1600,4,1030
10900,50.0,46000.0,Petrol,97.0,0.0,0,1400,3,1025
12950,50.0,45900.0,Petrol,110.0,1.0,0,1600,5,1075
10950,47.0,45850.0,Petrol,97.0,0.0,0,1400,5,1060
12500,56.0,45336.0,Petrol,110.0,1.0,0,1600,5,1080
9950,55.0,44537.0,Petrol,97.0,0.0,0,1400,3,1025
10750,56.0,43700.0,Petrol,86.0,1.0,0,1300,3,1025
12500,48.0,43120.0,Petrol,97.0,1.0,0,1400,3,1030
10450,49.0,41710.0,Petrol,110.0,0.0,0,1600,3,1040
10750,52.0,41700.0,Petrol,97.0,1.0,0,1400,3,1025
12950,49.0,41636.0,Petrol,110.0,1.0,0,1600,5,1105
10995,55.67215568862275,41273.0,Petrol,97.0,0.0,0,1400,5,1060
11950,49.0,40836.0,Petrol,110.0,1.0,1,1600,3,1075
11250,50.0,40400.0,Petrol,97.0,1.0,0,1400,5,1060
11950,47.0,40361.0,Petrol,110.0,1.0,0,1600,5,1090
13750,54.0,40325.0,Petrol,86.0,0.0,0,1300,5,1045
11000,47.0,40000.0,Petrol,110.0,0.0,0,1600,5,1080
13500,50.0,39706.0,Petrol,110.0,1.0,0,1600,5,1080
10950,54.0,39291.0,Petrol,110.0,1.0,0,1600,3,1040
10750,54.0,39000.0,Petrol,97.0,0.0,0,1400,3,1025
8950,47.0,38900.0,Petrol,97.0,1.0,0,1400,3,1025
12950,51.0,38403.0,Petrol,110.0,0.0,0,1600,3,1055
9750,56.0,37461.0,Petrol,97.0,0.0,0,1400,3,1025
10900,54.0,37000.0,Petrol,97.0,1.0,0,1400,3,1025
10995,55.0,36406.0,Petrol,110.0,1.0,0,1600,4,1035
10750,48.0,36005.0,Petrol,97.0,1.0,0,1400,5,1065
10950,52.0,36000.0,Petrol,110.0,1.0,0,1600,5,1075
13000,55.67215568862275,36000.0,Petrol,110.0,0.0,0,1600,5,1080
12950,45.0,36000.0,Petrol,110.0,1.0,1,1600,3,1070
11500,52.0,35823.0,Petrol,110.0,0.0,0,1600,5,1075
10950,55.67215568862275,35230.0,Petrol,97.0,0.0,0,1400,3,1025
11710,48.0,35142.0,Petrol,110.0,0.0,0,1600,3,1055
9980,49.0,34890.0,Petrol,97.0,1.0,0,1400,3,1025
12250,51.0,34882.0,Petrol,110.0,1.0,0,1600,5,1075
11500,46.0,34000.0,Petrol,110.0,1.0,0,1600,5,1075
11950,56.0,33998.0,Petrol,110.0,0.0,0,1600,5,1080
11500,55.0,33230.0,Petrol,110.0,0.0,0,1600,3,1050
11900,46.0,33021.0,Petrol,110.0,1.0,0,1600,5,1080
11930,49.0,31999.0,Petrol,97.0,0.0,0,1400,3,1030
10500,55.67215568862275,31579.0,Petrol,97.0,0.0,0,1400,3,1025
8950,56.0,31000.0,Petrol,97.0,0.0,0,1400,3,1025
10450,46.0,30806.0,Petrol,97.0,1.0,0,1400,5,1060
10500,55.0,30461.0,Petrol,86.0,1.0,0,1300,5,1050
12950,50.0,29686.0,Petrol,110.0,1.0,1,1600,3,1075
9950,55.67215568862275,29650.0,Petrol,86.0,1.0,0,1300,3,1025
12900,52.0,29500.0,Petrol,110.0,1.0,0,1600,3,1055
9950,48.0,28656.0,Petrol,97.0,0.0,0,1400,3,1085
9950,55.0,27500.0,Petrol,97.0,1.0,0,1400,3,1025
10950,48.0,26938.0,Petrol,110.0,1.0,0,1600,3,1040
10950,53.0,26624.0,Petrol,97.0,0.0,0,1400,5,1060
9950,47.0,26221.0,Petrol,97.0,1.0,0,1400,3,1025
10950,50.0,22648.0,Petrol,97.0,1.0,0,1400,5,1060
10800,50.0,22500.0,Petrol,97.0,1.0,0,1400,3,1025
10500,56.0,19313.0,Petrol,97.0,0.0,0,1400,3,1025
10450,50.0,17619.0,Petrol,110.0,1.0,0,1600,4,1030
10600,51.0,17069.0,Petrol,97.0,1.0,0,1400,3,1025
10450,48.0,15000.0,Petrol,97.0,1.0,0,1400,3,1025
12950,50.0,10210.0,Petrol,97.0,0.0,0,1400,5,1065
11250,47.0,5309.0,Petrol,110.0,1.0,1,1600,3,1070
7500,50.0,1.0,Diesel,90.0,1.0,0,2000,3,1260
8950,52.0,31000.0,Petrol,97.0,1.0,0,1398,3,1025
6950,58.0,205000.0,Diesel,72.0,1.0,0,2000,4,1100
7900,68.0,204250.0,Diesel,72.0,1.0,0,2000,3,1115
5950,68.0,194545.0,Petrol,86.0,0.0,0,1300,4,1000
7500,59.0,190900.0,Diesel,72.0,1.0,0,2000,3,1115
7500,62.0,183500.0,Diesel,72.0,1.0,0,2000,5,1140
6900,65.0,176184.0,Diesel,72.0,1.0,0,2000,3,1115
5751,67.0,174833.0,Diesel,72.0,0.0,0,2000,4,1100
6950,68.0,155720.0,Petrol,86.0,1.0,0,1300,3,1015
7950,67.0,155500.0,Petrol,110.0,1.0,0,1600,5,1050
7750,59.0,154783.0,Diesel,72.0,1.0,0,2000,3,1120
7950,64.0,154462.0,Diesel,72.0,1.0,0,2000,5,1135
8250,64.0,150585.0,Petrol,110.0,1.0,0,1600,3,1065
6250,67.0,149000.0,Diesel,90.0,1.0,0,2000,5,1135
9500,62.0,147636.0,Petrol,72.0,1.0,0,2000,5,1135
6900,59.0,144521.0,Diesel,72.0,1.0,0,2000,5,1135
8450,64.0,144000.0,Petrol,110.0,1.0,0,1600,3,1065
7350,65.0,140168.0,Diesel,72.0,1.0,0,2000,3,1115
8950,68.0,140000.0,Petrol,110.0,1.0,0,1600,5,1085
6900,60.0,139800.0,Diesel,72.0,0.0,0,2000,3,1115
8950,59.0,137050.0,CNG,110.0,1.0,0,1600,3,1078
8750,61.0,136956.0,Petrol,110.0,0.0,0,1600,3,1065
7950,67.0,135337.0,CNG,110.0,1.0,0,1600,5,1120
8950,64.0,133769.0,Diesel,72.0,1.0,0,2000,3,1120
8950,58.0,133405.0,Diesel,72.0,1.0,0,2000,5,1135
8950,65.0,132807.0,Diesel,72.0,1.0,0,2000,5,1135
7950,64.0,132393.0,Diesel,72.0,0.0,0,2000,5,1135
7750,60.0,130270.0,Petrol,110.0,0.0,0,1600,3,1050
7500,59.0,130000.0,Diesel,72.0,1.0,0,2000,4,1135
8950,67.0,127000.0,Diesel,101.47832167832168,1.0,0,2000,5,1135
9800,67.0,126800.0,Diesel,72.0,0.0,0,2000,5,1135
9450,66.0,126452.0,Petrol,110.0,1.0,0,1600,5,1085
8950,62.0,125175.0,Diesel,116.0,0.0,0,2000,5,1150
8750,68.0,125000.0,Diesel,72.0,1.0,0,2000,3,1115
10500,61.0,123000.0,Diesel,72.0,0.0,0,2000,5,1135
7995,59.0,121626.0,Petrol,86.0,0.0,0,1300,5,1050
10450,64.0,120400.0,Petrol,101.47832167832168,0.0,0,1600,5,1090
9950,66.0,120000.0,Diesel,72.0,0.0,0,2000,4,1100
9950,68.0,119541.0,Petrol,110.0,0.0,0,1600,3,1055
8950,68.0,119500.0,Petrol,110.0,1.0,0,1600,5,1070
7950,68.0,119289.0,Petrol,110.0,1.0,0,1600,4,1035
10950,57.0,118833.0,Petrol,110.0,0.0,0,1600,3,1065
9950,64.0,118000.0,Diesel,72.0,1.0,0,2000,5,1150
8600,68.0,117955.0,Petrol,110.0,1.0,1,1600,4,1065
7250,65.0,117609.0,Petrol,86.0,0.0,0,1300,3,1015
6950,68.0,117000.0,Diesel,72.0,0.0,0,2000,3,1115
8000,64.0,116000.0,Petrol,86.0,0.0,0,1300,5,1045
9950,58.0,115715.0,Petrol,110.0,0.0,0,1600,5,1070
9450,60.0,115191.0,CNG,110.0,1.0,0,1600,4,1079
7950,68.0,115071.0,Petrol,110.0,1.0,0,1600,3,1055
9450,63.0,115000.0,CNG,110.0,0.0,0,1600,3,1109
9950,64.0,114846.0,Petrol,110.0,1.0,0,1600,5,1075
6950,65.0,114383.0,Diesel,90.0,0.0,0,2000,3,1260
8250,59.0,113700.0,Petrol,110.0,1.0,0,1600,5,1065
9950,67.0,113118.0,Petrol,86.0,1.0,0,1300,3,1020
8250,59.0,112827.0,Petrol,86.0,1.0,0,1300,5,1040
9950,68.0,112116.0,Petrol,110.0,1.0,0,1600,5,1070
10500,66.0,112000.0,Petrol,110.0,1.0,0,1600,3,1065
7950,62.0,112000.0,Diesel,72.0,0.0,0,2000,4,1135
9750,65.0,111769.0,Petrol,110.0,0.0,0,1600,3,1065
9250,61.0,110853.0,Petrol,110.0,1.0,0,1600,5,1070
9500,68.0,110287.0,Petrol,110.0,1.0,0,1600,3,1050
9950,62.0,109547.0,Petrol,110.0,1.0,0,1600,5,1075
7750,63.0,109230.0,Petrol,110.0,0.0,0,1600,3,1050
9500,68.0,109150.0,Petrol,110.0,0.0,0,1600,5,1075
9950,67.0,108793.0,Petrol,110.0,1.0,0,1600,4,1035
9750,64.0,106784.0,Petrol,110.0,0.0,1,1600,3,1050
9750,58.0,105942.0,Petrol,86.0,0.0,0,1300,5,1040
5950,59.0,105000.0,Petrol,86.0,1.0,0,1300,3,1015
8500,55.67215568862275,105000.0,Petrol,86.0,0.0,0,1300,5,1040
8495,68.0,104299.0,Petrol,110.0,1.0,0,1600,5,1085
9250,67.0,104000.0,Petrol,86.0,0.0,0,1300,3,1020
6900,55.67215568862275,104000.0,Petrol,86.0,1.0,0,1300,3,1015
8950,58.0,103458.0,Petrol,86.0,1.0,0,1300,3,1025
9500,55.67215568862275,103400.0,Petrol,110.0,1.0,0,1600,5,1075
9250,63.0,102807.0,Petrol,86.0,0.0,0,1300,5,1055
9895,68.0,102494.0,Petrol,110.0,0.0,0,1600,5,1090
9950,57.0,102300.0,Diesel,72.0,1.0,0,2000,5,1135
7950,61.0,102106.0,Petrol,110.0,0.0,0,1600,3,1050
8750,68.0,101889.0,Petrol,110.0,1.0,0,1600,5,1075
8250,57.0,101791.0,Diesel,72.0,0.0,0,2000,3,1115
8950,63.0,101469.0,Petrol,110.0,1.0,0,1600,3,1065
8950,68.0,101001.0,Petrol,110.0,0.0,0,1600,5,1075
8950,61.0,100748.0,Petrol,110.0,1.0,0,1600,5,1070
8950,65.0,100550.0,Petrol,110.0,1.0,0,1600,5,1075
9450,67.0,99781.0,Petrol,110.0,1.0,0,1600,5,1085
8950,59.0,98658.0,Petrol,86.0,1.0,0,1300,3,1020
9250,65.0,98500.0,Petrol,110.0,1.0,0,1600,5,1075
8750,64.0,98291.0,Petrol,86.0,0.0,0,1300,4,1000
9950,61.0,97648.0,Petrol,110.0,1.0,0,1600,3,1065
9950,55.67215568862275,97425.0,Petrol,110.0,1.0,0,1600,5,1075
9900,65.0,97173.0,Petrol,86.0,0.0,0,1300,3,1015
8950,66.0,97046.0,Petrol,86.0,1.0,0,1300,4,1000
8950,67.0,96000.0,Petrol,110.0,1.0,0,1600,3,1050
12250,55.67215568862275,96000.0,Petrol,72.0,1.0,0,2000,4,1100
9250,67.0,95750.0,Petrol,110.0,1.0,0,1600,5,1070
10250,61.0,95147.0,Petrol,110.0,1.0,0,1600,3,1050
8950,55.67215568862275,95000.0,Petrol,110.0,0.0,0,1600,3,1050
7999,65.0,95000.0,Petrol,110.0,1.0,0,1600,3,1050
9900,66.0,94606.0,Petrol,110.0,0.0,0,1600,3,1065
8250,63.0,94504.0,Petrol,86.0,1.0,0,1300,4,1000
10500,65.0,93428.0,Petrol,110.0,1.0,0,1600,5,1075
8450,65.0,93408.0,Petrol,86.0,0.0,0,1300,3,1015
9900,68.0,93296.0,Petrol,110.0,1.0,0,1600,5,1090
10500,62.0,93098.0,Petrol,110.0,1.0,0,1600,5,1075
8500,67.0,92922.0,Diesel,72.0,1.0,0,2000,4,1100
9500,61.0,92498.0,Petrol,110.0,1.0,0,1600,3,1050
9450,65.0,92226.0,Petrol,110.0,0.0,0,1600,3,1065
9900,55.67215568862275,91505.0,Diesel,72.0,0.0,0,2000,3,1115
8250,55.67215568862275,91333.0,Petrol,110.0,1.0,0,1600,3,1050
8750,55.67215568862275,91246.0,Petrol,86.0,1.0,0,1300,3,1015
9500,58.0,91000.0,Petrol,110.0,1.0,0,1600,5,1075
8450,68.0,90727.0,Petrol,110.0,0.0,0,1600,3,1050
8490,62.0,90000.0,Petrol,110.0,0.0,0,1600,3,1050
8750,60.0,89576.0,Petrol,110.0,0.0,0,1600,4,1035
9750,64.0,89145.0,Petrol,86.0,1.0,0,1300,3,1025
9950,63.0,89000.0,Petrol,110.0,1.0,0,1600,5,1085
8500,68.0,88807.0,Petrol,110.0,0.0,0,1600,3,1050
8450,63.0,88685.0,Petrol,110.0,0.0,0,1600,5,1070
7900,62.0,88667.0,Petrol,110.0,1.0,0,1600,4,1040
8750,57.0,88480.0,Petrol,110.0,1.0,0,1600,3,1050
7950,61.0,88127.0,Petrol,86.0,0.0,0,1300,3,1015
6900,62.0,88000.0,Petrol,86.0,0.0,0,1300,3,1020
8150,65.0,87821.0,Petrol,86.0,1.0,0,1300,3,1015
10995,59.0,87654.0,Petrol,86.0,1.0,1,1300,5,1065
8900,59.0,86888.0,Petrol,110.0,1.0,0,1600,3,1050
9500,59.0,86871.0,Petrol,86.0,1.0,0,1300,5,1040
8950,68.0,86714.0,Petrol,110.0,1.0,0,1600,4,1035
11500,65.0,85889.0,Petrol,110.0,1.0,0,1600,3,1065
10450,62.0,85000.0,Petrol,110.0,1.0,0,1600,3,1050
10500,60.0,85000.0,Petrol,86.0,1.0,0,1300,3,1025
9250,68.0,84976.0,Petrol,110.0,1.0,0,1600,4,1035
10950,65.0,84558.0,Petrol,110.0,1.0,0,1600,5,1120
10450,62.0,84549.0,Petrol,110.0,1.0,0,1600,5,1075
9250,68.0,84482.0,Petrol,110.0,1.0,0,1600,5,1075
8750,62.0,83908.0,Petrol,110.0,1.0,0,1600,5,1070
8750,67.0,83560.0,Petrol,86.0,0.0,0,1300,3,1015
9800,68.0,83000.0,Petrol,107.0,1.0,1,1600,5,1100
8250,64.0,82723.0,Petrol,86.0,0.0,0,1300,3,1015
10450,62.0,82421.0,Petrol,110.0,1.0,0,1600,3,1065
9750,58.0,82254.0,Petrol,110.0,0.0,0,1600,5,1050
8950,61.0,82115.0,Petrol,110.0,1.0,0,1600,3,1055
7450,65.0,82000.0,Petrol,86.0,1.0,0,1300,3,1015
8450,68.0,81965.0,Petrol,86.0,1.0,0,1300,5,1035
8250,55.67215568862275,81250.0,Petrol,110.0,0.0,0,1600,3,1050
10950,65.0,81192.0,Petrol,110.0,1.0,0,1600,3,1065
8950,61.0,81170.0,Petrol,110.0,1.0,0,1600,4,1040
8750,66.0,81083.0,Petrol,86.0,0.0,0,1300,3,1015
10450,61.0,80714.0,Petrol,110.0,1.0,0,1600,5,1075
10950,57.0,80470.0,Petrol,110.0,0.0,0,1600,5,1085
8450,65.0,80439.0,Petrol,110.0,1.0,0,1600,4,1035
9950,59.0,80430.0,Petrol,110.0,1.0,0,1600,3,1065
9950,55.67215568862275,80426.0,Petrol,110.0,1.0,0,1600,3,1055
8750,62.0,80265.0,Petrol,86.0,0.0,0,1300,3,1015
9950,65.0,80153.0,Petrol,110.0,0.0,0,1600,5,1070
9500,68.0,80121.0,Petrol,110.0,0.0,0,1600,5,1070
8250,65.0,80086.0,Petrol,110.0,1.0,0,1600,4,1035
10950,62.0,80000.0,Petrol,110.0,1.0,0,1600,5,1075
7950,60.0,80000.0,Petrol,86.0,0.0,0,1300,5,1015
8250,65.0,80000.0,Petrol,86.0,1.0,0,1300,2,1015
9895,67.0,79858.0,Petrol,110.0,1.0,0,1600,4,1040
9130,67.0,79762.0,Petrol,86.0,1.0,0,1300,3,1015
10950,59.0,79660.0,Petrol,86.0,0.0,1,1300,5,1065
10500,60.0,79150.0,Petrol,110.0,1.0,0,1600,5,1075
8900,61.0,79000.0,Petrol,110.0,1.0,0,1600,3,1050
9500,57.0,78955.0,Petrol,86.0,1.0,0,1300,5,1045
10950,59.0,78750.0,Diesel,90.0,1.0,0,1975,5,1155
7950,68.0,78521.0,Petrol,86.0,0.0,0,1300,3,1015
7950,64.0,78356.0,Petrol,86.0,1.0,0,1300,3,1015
7950,65.0,78076.0,Petrol,86.0,1.0,0,1300,3,1015
9500,55.67215568862275,78063.0,Petrol,107.0,1.0,1,1600,5,1100
10950,55.67215568862275,77821.0,Petrol,110.0,1.0,0,1600,5,1075
9750,68.0,77695.0,Petrol,110.0,1.0,0,1600,4,1035
9750,65.0,77500.0,Petrol,110.0,1.0,0,1600,3,1050
9450,63.0,77457.0,Petrol,110.0,1.0,0,1600,3,1055
8950,68.0,77029.0,Petrol,86.0,1.0,0,1300,3,1015
8950,68.0,77008.0,Petrol,86.0,1.0,0,1300,3,1015
8900,66.0,76791.0,Petrol,110.0,1.0,0,1600,5,1070
9950,61.0,76700.0,Petrol,86.0,1.0,0,1300,5,1035
8750,67.0,76569.0,Petrol,86.0,1.0,0,1300,3,1020
8950,59.0,76162.0,Petrol,110.0,1.0,0,1600,5,1075
8990,65.0,76155.0,Petrol,110.0,1.0,0,1600,4,1035
8950,61.0,75609.0,Petrol,86.0,1.0,0,1300,3,1015
8950,62.0,75569.0,Diesel,72.0,1.0,0,2000,3,1120
9950,55.67215568862275,75429.0,Petrol,110.0,1.0,0,1600,3,1065
9900,68.0,75000.0,Petrol,110.0,1.0,0,1600,5,1075
8950,65.0,75000.0,Petrol,86.0,0.0,0,1300,3,1015
8950,62.0,75000.0,Petrol,110.0,1.0,0,1600,5,1070
